0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
5
1
1
0
0
1
2
0
5
3
3
4
1
5
6
11
1
0
3
1
0
6
6
1
47
12
7
3
15
24
10
6
10
4
21
25
20
103
1
1
86
33
116
121
40
134
58
1
22
127
210
51
22
55
158
22
68
104
43
66
51
45
94
142
80
18
379
428
200
119
49
79
50
141
167
26
15
14
2
22
92
434
73
92
